PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - ASSETS - 2024-12-31,,,,,,,,,,,,,
LISTED EQUITY,-,-,-,-,IMDEX LTD.,-,IMD AU,-,,"306,177","$710,330",0.05%,
LISTED EQUITY,-,-,-,-,STANMORE RESOURCES LTD.,-,SMR AU,-,,"228,812","$688,723",0.05%,
LISTED EQUITY,-,-,-,-,SPARTAN RESOURCES LTD.,-,SPR AU,-,,"470,849","$663,897",0.05%,
LISTED EQUITY,-,-,-,-,PERENTI LTD.,-,PRN AU,-,,"471,980","$658,412",0.05%,
LISTED EQUITY,-,-,-,-,DEEP YELLOW LTD.,-,DYL AU,-,,"581,441","$654,121",0.05%,
LISTED EQUITY,-,-,-,-,MAC COPPER LTD.,-,MAC AU,-,,"37,541","$646,074",0.05%,
LISTED EQUITY,-,-,-,-,INGHAMS GROUP LTD.,-,ING AU,-,,"202,963","$645,422",0.05%,
LISTED EQUITY,-,-,-,-,NEWS CORP.,-,NWS AU,-,,"12,734","$630,314",0.05%,
LISTED EQUITY,-,-,-,-,G8 EDUCATION LTD.,-,GEM AU,-,,"466,207","$608,400",0.04%,
LISTED EQUITY,-,-,-,-,NICK SCALI LTD.,-,NCK AU,-,,"40,036","$600,941",0.04%,
LISTED EQUITY,-,-,-,-,HANSEN TECHNOLOGIES LTD.,-,HSN AU,-,,"111,053","$594,135",0.04%,
LISTED EQUITY,-,-,-,-,SILEX SYSTEMS LTD.,-,SLX AU,-,,"117,367","$592,703",0.04%,
LISTED EQUITY,-,-,-,-,KAROON ENERGY LTD.,-,KAR AU,-,,"422,811","$587,707",0.04%,
LISTED EQUITY,-,-,-,-,ADRIATIC METALS PLC,-,ADT AU,-,,"150,528","$587,059",0.04%,
LISTED EQUITY,-,-,-,-,AUSTAL LTD.,-,ASB AU,-,,"188,269","$583,633",0.04%,
LISTED EQUITY,-,-,-,-,CREDIT CORP. GROUP LTD.,-,CCP AU,-,,"36,370","$581,557",0.04%,
LISTED EQUITY,-,-,-,-,DATA#3 LTD.,-,DTL AU,-,,"90,886","$580,764",0.04%,
LISTED EQUITY,-,-,-,-,CLARITY PHARMACEUTICALS LTD.,-,CU6 AU,-,,"133,420","$556,360",0.04%,
LISTED EQUITY,-,-,-,-,ACCENT GROUP LTD.,-,AX1 AU,-,,"237,208","$555,066",0.04%,
LISTED EQUITY,-,-,-,-,EVT LTD.,-,EVT AU,-,,"47,393","$539,327",0.04%,
LISTED EQUITY,-,-,-,-,BOSS ENERGY LTD.,-,BOE AU,-,,"221,102","$537,277",0.04%,
LISTED EQUITY,-,-,-,-,AUSSIE BROADBAND LTD.,-,ABB AU,-,,"150,015","$537,052",0.04%,
LISTED EQUITY,-,-,-,-,REGIS HEALTHCARE LTD.,-,REG AU,-,,"87,147","$522,880",0.04%,
LISTED EQUITY,-,-,-,-,SUPERLOOP LTD.,-,SLC AU,-,,"238,695","$522,743",0.04%,
LISTED EQUITY,-,-,-,-,CAPSTONE COPPER CORP.,-,CSC AU,-,,"52,634","$516,339",0.04%,
LISTED EQUITY,-,-,-,-,REDOX LTD.,-,RDX AU,-,,"112,871","$514,693",0.04%,
LISTED EQUITY,-,-,-,-,SERVICE STREAM LTD.,-,SSM AU,-,,"327,752","$511,292",0.04%,
LISTED EQUITY,-,-,-,-,JOHNS LYNG GROUP LTD.,-,JLG AU,-,,"136,605","$510,902",0.04%,
LISTED EQUITY,-,-,-,-,LIFESTYLE COMMUNITIES LTD.,-,LIC AU,-,,"58,627","$501,847",0.04%,
LISTED EQUITY,-,-,-,-,COLLINS FOODS LTD.,-,CKF AU,-,,"68,585","$497,928",0.04%,
LISTED EQUITY,-,-,-,-,SMARTGROUP CORP. LTD.,-,SIQ AU,-,,"63,499","$493,389",0.04%,
LISTED EQUITY,-,-,-,-,EQT HOLDINGS LTD.,-,EQT AU,-,,"15,348","$491,121",0.04%,
LISTED EQUITY,-,-,-,-,RESOLUTE MINING LTD.,-,RSG AU,-,,"1,216,005","$480,322",0.03%,
LISTED EQUITY,-,-,-,-,MCMILLAN SHAKESPEARE LTD.,-,MMS AU,-,,"31,202","$468,036",0.03%,
LISTED EQUITY,-,-,-,-,HEALIUS LTD.,-,HLS AU,-,,"337,831","$462,828",0.03%,
LISTED EQUITY,-,-,-,-,BRAINCHIP HOLDINGS LTD.,-,BRN AU,-,,"1,168,690","$455,789",0.03%,
LISTED EQUITY,-,-,-,-,CATAPULT GROUP INTERNATIONAL LTD.,-,CAT AU,-,,"122,375","$454,011",0.03%,
LISTED EQUITY,-,-,-,-,NEXGEN ENERGY LTD.,-,NXG AU,-,,"41,733","$451,133",0.03%,
LISTED EQUITY,-,-,-,-,JUMBO INTERACTIVE LTD.,-,JIN AU,-,,"31,939","$444,596",0.03%,
LISTED EQUITY,-,-,-,-,KELSIAN GROUP LTD.,-,KLS AU,-,,"118,723","$434,526",0.03%,
LISTED EQUITY,-,-,-,-,ALPHA HPA LTD.,-,A4N AU,-,,"482,676","$429,582",0.03%,
LISTED EQUITY,-,-,-,-,DICKER DATA LTD.,-,DDR AU,-,,"50,295","$423,480",0.03%,
LISTED EQUITY,-,-,-,-,NAVIGATOR GLOBAL INVESTMENTS LTD.,-,NGI AU,-,,"243,437","$418,711",0.03%,
LISTED EQUITY,-,-,-,-,LIONTOWN RESOURCES LTD.,-,LTR AU,-,,"795,152","$417,455",0.03%,
LISTED EQUITY,-,-,-,-,NANOSONICS LTD.,-,NAN AU,-,,"133,682","$402,382",0.03%,
LISTED EQUITY,-,-,-,-,RIDLEY CORP. LTD.,-,RIC AU,-,,"148,539","$401,056",0.03%,
LISTED EQUITY,-,-,-,-,WEEBIT NANO LTD.,-,WBT AU,-,,"109,807","$395,306",0.03%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"146,618","$394,403",0.03%,
LISTED EQUITY,-,-,-,-,PWR HOLDINGS LTD.,-,PWH AU,-,,"50,121","$393,954",0.03%,
LISTED EQUITY,-,-,-,-,MAAS GROUP HOLDINGS LTD.,-,MGH AU,-,,"79,713","$381,827",0.03%,
LISTED EQUITY,-,-,-,-,INTEGRAL DIAGNOSTICS LTD.,-,IDX AU,-,,"130,638","$380,157",0.03%,
LISTED EQUITY,-,-,-,-,DOMAIN HOLDINGS AUSTRALIA LTD.,-,DHG AU,-,,"150,192","$379,986",0.03%,
LISTED EQUITY,-,-,-,-,BOTANIX PHARMACEUTICALS LTD.,-,BOT AU,-,,"863,474","$375,611",0.03%,
LISTED EQUITY,-,-,-,-,"CORONADO GLOBAL RESOURCES, INC.",-,CRN AU,-,,"470,019","$359,565",0.03%,
LISTED EQUITY,-,-,-,-,FLEETPARTNERS GROUP LTD.,-,FPR AU,-,,"131,753","$354,417",0.03%,
LISTED EQUITY,-,-,-,-,IMMUTEP LTD.,-,IMM AU,-,,"968,771","$353,601",0.03%,
LISTED EQUITY,-,-,-,-,GUZMAN Y GOMEZ LTD.,-,GYG AU,-,,"8,658","$351,254",0.03%,
LISTED EQUITY,-,-,-,-,RPMGLOBAL HOLDINGS LTD.,-,RUL AU,-,,"114,878","$350,379",0.03%,
LISTED EQUITY,-,-,-,-,MYER HOLDINGS LTD.,-,MYR AU,-,,"280,698","$345,259",0.02%,
LISTED EQUITY,-,-,-,-,GWA GROUP LTD.,-,GWA AU,-,,"142,464","$344,763",0.02%,
LISTED EQUITY,-,-,-,-,COBRAM ESTATE OLIVES LTD.,-,CBO AU,-,,"159,301","$342,497",0.02%,
LISTED EQUITY,-,-,-,-,DRONESHIELD LTD.,-,DRO AU,-,,"447,372","$342,240",0.02%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN CLINICAL LABS LTD.,-,ACL AU,-,,"98,122","$337,539",0.02%,
LISTED EQUITY,-,-,-,-,VULCAN ENERGY RESOURCES LTD.,-,VUL AU,-,,"62,042","$331,924",0.02%,
LISTED EQUITY,-,-,-,-,ORA BANDA MINING LTD.,-,OBM AU,-,,"498,776","$324,204",0.02%,
LISTED EQUITY,-,-,-,-,MA FINANCIAL GROUP LTD.,-,MAF AU,-,,"52,397","$320,672",0.02%,
LISTED EQUITY,-,-,-,-,PACIFIC CURRENT GROUP LTD.,-,PAC AU,-,,"27,011","$320,084",0.02%,
LISTED EQUITY,-,-,-,-,ADAIRS LTD.,-,ADH AU,-,,"118,541","$320,060",0.02%,
LISTED EQUITY,-,-,-,-,AMPLITUDE ENERGY LTD.,-,AEL AU,-,,"1,541,697","$316,048",0.02%,
LISTED EQUITY,-,-,-,-,CLINUVEL PHARMACEUTICALS LTD.,-,CUV AU,-,,"25,188","$303,772",0.02%,
LISTED EQUITY,-,-,-,-,OOH!MEDIA LTD.,-,OML AU,-,,"256,181","$302,294",0.02%,
LISTED EQUITY,-,-,-,-,WA1 RESOURCES LTD.,-,WA1 AU,-,,"22,105","$292,887",0.02%,
LISTED EQUITY,-,-,-,-,PREDICTIVE DISCOVERY LTD.,-,PDI AU,-,,"1,272,026","$292,566",0.02%,
LISTED EQUITY,-,-,-,-,AUDINATE GROUP LTD.,-,AD8 AU,-,,"38,120","$282,472",0.02%,
LISTED EQUITY,-,-,-,-,STRIKE ENERGY LTD.,-,STX AU,-,,"1,339,461","$281,287",0.02%,
LISTED EQUITY,-,-,-,-,LATIN RESOURCES LTD.,-,LRS AU,-,,"1,751,760","$280,282",0.02%,
LISTED EQUITY,-,-,-,-,STAR ENTERTAINMENT GROUP LTD.,-,SGR AU,-,,"1,430,560","$271,806",0.02%,
LISTED EQUITY,-,-,-,-,SELECT HARVESTS LTD.,-,SHV AU,-,,"63,402","$269,457",0.02%,
LISTED EQUITY,-,-,-,-,KOGAN.COM LTD.,-,KGN AU,-,,"42,695","$265,134",0.02%,
LISTED EQUITY,-,-,-,-,APPEN LTD.,-,APX AU,-,,"95,658","$252,538",0.02%,
LISTED EQUITY,-,-,-,-,INFOMEDIA LTD.,-,IFM AU,-,,"162,539","$250,310",0.02%,
LISTED EQUITY,-,-,-,-,GENERATION DEVELOPMENT GROUP LTD.,-,GDG AU,-,,"68,654","$247,154",0.02%,
LISTED EQUITY,-,-,-,-,SG FLEET GROUP LTD.,-,SGF AU,-,,"72,010","$245,553",0.02%,
LISTED EQUITY,-,-,-,-,"GQG PARTNERS, INC.",-,GQG AU,-,,"116,179","$240,491",0.02%,
LISTED EQUITY,-,-,-,-,BANNERMAN ENERGY LTD.,-,BMN AU,-,,"82,039","$237,912",0.02%,
LISTED EQUITY,-,-,-,-,MADER GROUP LTD.,-,MAD AU,-,,"39,445","$237,460",0.02%,
LISTED EQUITY,-,-,-,-,PEET LTD.,-,PPC AU,-,,"157,093","$228,570",0.02%,
LISTED EQUITY,-,-,-,-,DEVELOP GLOBAL LTD.,-,DVP AU,-,,"97,559","$228,287",0.02%,
LISTED EQUITY,-,-,-,-,CATALYST METALS LTD.,-,CYL AU,-,,"88,393","$228,053",0.02%,
LISTED EQUITY,-,-,-,-,MYSTATE LTD.,-,MYS AU,-,,"50,592","$225,639",0.02%,
LISTED EQUITY,-,-,-,-,LEO LITHIUM LTD.,-,LLL AU,-,,"446,645","$225,556",0.02%,
LISTED EQUITY,-,-,-,-,NOVONIX LTD.,-,NVX AU,-,,"298,054","$219,070",0.02%,
LISTED EQUITY,-,-,-,-,OFX GROUP LTD.,-,OFX AU,-,,"151,796","$214,792",0.02%,
LISTED EQUITY,-,-,-,-,PROPEL FUNERAL PARTNERS LTD.,-,PFP AU,-,,"36,215","$212,580",0.02%,
LISTED EQUITY,-,-,-,-,VULCAN STEEL LTD.,-,VSL AU,-,,"31,462","$212,366",0.02%,
LISTED EQUITY,-,-,-,-,TYRO PAYMENTS LTD.,-,TYR AU,-,,"258,724","$210,860",0.02%,
LISTED EQUITY,-,-,-,-,MONASH IVF GROUP LTD.,-,MVF AU,-,,"162,405","$206,254",0.01%,
LISTED EQUITY,-,-,-,-,FIREFLY METALS LTD.,-,FFM AU,-,,"218,961","$202,539",0.01%,
LISTED EQUITY,-,-,-,-,OBJECTIVE CORP. LTD.,-,OCL AU,-,,"12,677","$201,303",0.01%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN ETHICAL INVESTMENT LTD.,-,AEF AU,-,,"36,485","$196,292",0.01%,
LISTED EQUITY,-,-,-,-,AUSTRALIAN FINANCE GROUP LTD.,-,AFG AU,-,,"127,255","$192,155",0.01%,
LISTED EQUITY,-,-,-,-,WEBJET GROUP LTD.,-,WJL AU,-,,"215,671","$187,634",0.01%,
LISTED EQUITY,-,-,-,-,CETTIRE LTD.,-,CTT AU,-,,"116,487","$175,896",0.01%,
LISTED EQUITY,-,-,-,-,CHALICE MINING LTD.,-,CHN AU,-,,"157,727","$174,289",0.01%,
LISTED EQUITY,-,-,-,-,KINGSGATE CONSOLIDATED LTD.,-,KCN AU,-,,"131,864","$169,445",0.01%,
LISTED EQUITY,-,-,-,-,OMNI BRIDGEWAY LTD.,-,OBL AU,-,,"114,308","$165,746",0.01%,
LISTED EQUITY,-,-,-,-,QUALITAS LTD.,-,QAL AU,-,,"58,800","$160,523",0.01%,
LISTED EQUITY,-,-,-,-,PLATINUM ASSET MANAGEMENT LTD.,-,PTM AU,-,,"224,200","$154,698",0.01%,
LISTED EQUITY,-,-,-,-,SAYONA MINING LTD.,-,SYA AU,-,,"5,349,675","$144,441",0.01%,
LISTED EQUITY,-,-,-,-,LOTUS RESOURCES LTD.,-,LOT AU,-,,"623,490","$124,698",0.01%,
LISTED EQUITY,-,-,-,-,ARAFURA RARE EARTHS LTD.,-,ARU AU,-,,"860,083","$98,910",0.01%,
SUB TOTAL LISTED EQUITY,,,,,,,,,,,"$1,247,593,219",89.60%,
SUB TOTAL UNLISTED EQUITY INTERNALLY,,,,,,,,,,,$0,0.00%,
UNLISTED EQUITY,EXTERNALLY,-,-,"STATE STREET GLOBAL ADVISORS, AUSTRALIA, LIMITED",-,-,-,-,,,"$559,968",0.04%,
SUB TOTAL UNLISTED EQUITY EXTERNALLY,,,,,,,,,,,"$559,968",0.04%,
LISTED PROPERTY,-,-,-,-,GOODMAN GROUP,-,GMG AU,-,,"992,651","$35,378,095",2.54%,
LISTED PROPERTY,-,-,-,-,SCENTRE GROUP,-,SCG AU,-,,"2,995,290","$10,273,844",0.74%,
LISTED PROPERTY,-,-,-,-,STOCKLAND,-,SGP AU,-,,"1,363,997","$6,547,188",0.47%,
LISTED PROPERTY,-,-,-,-,GPT GROUP,-,GPT AU,-,,"1,103,255","$4,821,225",0.35%,
LISTED PROPERTY,-,-,-,-,VICINITY LTD.,-,VCX AU,-,,"2,201,225","$4,622,572",0.33%,
LISTED PROPERTY,-,-,-,-,MIRVAC GROUP,-,MGR AU,-,,"2,273,077","$4,262,020",0.31%,
LISTED PROPERTY,-,-,-,-,DEXUS,-,DXS AU,-,,"623,833","$4,154,730",0.30%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL GROUP,-,CHC AU,-,,"275,470","$3,952,988",0.28%,
LISTED PROPERTY,-,-,-,-,LENDLEASE GROUP,-,LLC AU,-,,"311,739","$1,942,137",0.14%,
LISTED PROPERTY,-,-,-,-,NATIONAL STORAGE REIT,-,NSR AU,-,,"745,298","$1,743,997",0.13%,
LISTED PROPERTY,-,-,-,-,HMC CAPITAL LTD.,-,HMC AU,-,,"149,566","$1,474,716",0.11%,
LISTED PROPERTY,-,-,-,-,REGION RE LTD.,-,RGN AU,-,,"646,181","$1,337,595",0.10%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL LONG WALE REIT,-,CLW AU,-,,"345,632","$1,292,663",0.09%,
LISTED PROPERTY,-,-,-,-,HOMECO DAILY NEEDS REIT,-,HDN AU,-,,"992,376","$1,136,271",0.08%,
LISTED PROPERTY,-,-,-,-,BWP TRUST,-,BWP AU,-,,"341,648","$1,120,605",0.08%,
LISTED PROPERTY,-,-,-,-,WAYPOINT REIT LTD.,-,WPR AU,-,,"461,438","$1,075,151",0.08%,
LISTED PROPERTY,-,-,-,-,INGENIA COMMUNITIES GROUP,-,INA AU,-,,"215,435","$986,692",0.07%,
LISTED PROPERTY,-,-,-,-,ARENA REIT,-,ARF AU,-,,"240,013","$933,652",0.07%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL RETAIL REIT,-,CQR AU,-,,"288,698","$909,399",0.07%,
LISTED PROPERTY,-,-,-,-,CENTURIA INDUSTRIAL REIT,-,CIP AU,-,,"307,548","$867,285",0.06%,
LISTED PROPERTY,-,-,-,-,CENTURIA CAPITAL GROUP,-,CNI AU,-,,"406,464","$721,474",0.05%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,-,CQE AU,-,,"183,636","$471,945",0.03%,
LISTED PROPERTY,-,-,-,-,RURAL FUNDS TRUST,-,RFF AU,-,,"250,035","$433,812",0.03%,
LISTED PROPERTY,-,-,-,-,ABACUS STORAGE KING,-,ASK AU,-,,"372,525","$419,090",0.03%,
LISTED PROPERTY,-,-,-,-,DEXUS INDUSTRIA REIT,-,DXI AU,-,,"153,203","$393,731",0.03%,
LISTED PROPERTY,-,-,-,-,GROWTHPOINT PROPERTIES AUSTRALIA LTD.,-,GOZ AU,-,,"138,442","$329,493",0.02%,
LISTED PROPERTY,-,-,-,-,CROMWELL PROPERTY GROUP,-,CMW AU,-,,"831,000","$315,780",0.02%,
LISTED PROPERTY,-,-,-,-,ABACUS GROUP,-,ABG AU,-,,"286,407","$315,047",0.02%,
LISTED PROPERTY,-,-,-,-,CENTURIA OFFICE REIT,-,COF AU,-,,"203,484","$223,832",0.02%,
LISTED PROPERTY,-,-,-,-,DEXUS CONVENIENCE RETAIL REIT,-,DXC AU,-,,"76,119","$223,789",0.02%,
LISTED PROPERTY,-,-,-,-,HEALTHCO REIT,-,HCW AU,-,,"193,993","$197,873",0.01%,
LISTED PROPERTY,-,-,-,-,GDI PROPERTY GROUP PARTNERSHIP,-,GDI AU,-,,"216,185","$124,307",0.01%,
SUB TOTAL LISTED PROPERTY,,,,,,,,,,,"$93,002,998",6.68%,
SUB TOTAL UNLISTED PROPERTY INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED PROPERTY EXTERNALLY,,,,,,,,,,,$0,0.00%,
LISTED INFRASTRUCTURE,-,-,-,-,TRANSURBAN GROUP,-,TCL AU,-,,"1,786,702","$23,923,944",1.72%,
LISTED INFRASTRUCTURE,-,-,-,-,APA GROUP,-,APA AU,-,,"751,312","$5,236,644",0.38%,
LISTED INFRASTRUCTURE,-,-,-,-,ATLAS ARTERIA LTD.,-,ALX AU,-,,"643,659","$3,057,382",0.22%,
SUB TOTAL LISTED INFRASTRUCTURE,,,,,,,,,,,"$32,217,970",2.31%,
SUB TOTAL UNLISTED INFRASTRUCTURE INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED INFRASTRUCTURE EXTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL LISTED ALTERNATIVES,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED ALTERNATIVES INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED ALTERNATIVES EXTERNALLY,,,,,,,,,,,$0,0.00%,
TOTAL INVESTMENT ITEMS,,,,,,,,,,,"$1,392,856,794",100.03%,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 2 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - DERIVATIVES - 2024-12-31,,,,,,,,,,,,,
KIND OF DERIVATIVE,VALUE,WEIGHTING,,,,,,,,,,,
SWAPS,$0.00,0.00%,,,,,,,,,,,
FORWARDS,$0.00,0.00%,,,,,,,,,,,
FUTURES,"-$383,819.00",-0.03%,,,,,,,,,,,
OPTIONS,$0.00,0.00%,,,,,,,,,,,
OTHERS,$0.00,0.00%,,,,,,,,,,,
TOTAL,"-$383,819.00",-0.03%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 3 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - DERIVATIVES BY ASSET CLASS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,ACTUAL ASSET ALLOCATION (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),EFFECT OF DERIVATIVES EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),,,,,,,,,,,
CASH,1%,-1%,,,,,,,,,,,
FIXED INCOME,1%,0%,,,,,,,,,,,
EQUITIES,89%,+1%,,,,,,,,,,,
PROPERTY,7%,0%,,,,,,,,,,,
INFRASTRUCTURE,2%,0%,,,,,,,,,,,
ALTERNATIVES,0%,0%,,,,,,,,,,,
TOTAL,100%,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 4 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCAEQU] - DERIVATIVES BY CURRENCY - 2024-12-31,,,,,,,,,,,,,
CURRENCY EXPOSURE,ACTUAL CURRENCY EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),EFFECT OF DERIVATIVES EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),,,,,,,,,,,
AUD,100%,0%,,,,,,,,,,,
USD,0%,0%,,,,,,,,,,,
CURRENCIES OF OTHER DEVELOPED MARKETS,0%,0%,,,,,,,,,,,
CURRENCIES OF EMERGING MARKETS,0%,0%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
